age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,admin.,divorced,secondary,no,3654,yes,no,cellular,20,apr,156,2,-1,0,unknown,no
34,admin.,single,secondary,no,82,no,no,cellular,20,jan,462,1,183,12,other,no
25,blue-collar,married,secondary,yes,260,yes,no,cellular,22,jul,250,1,-1,0,unknown,no
37,management,married,tertiary,no,1263,no,no,cellular,20,nov,460,1,-1,0,unknown,yes
52,technician,married,secondary,yes,426,yes,no,cellular,29,jul,90,10,88,0,unknown,no
30,student,divorced,secondary,no,1508,yes,no,cellular,16,jan,442,1,179,1,success,yes
30,admin.,single,secondary,no,5333,no,no,unknown,9,jun,99,2,-1,0,unknown,no
27,student,single,unknown,no,223,no,no,cellular,16,may,295,1,-1,0,unknown,no
28,admin.,married,secondary,no,1543,no,no,cellular,21,may,539,2,310,2,success,yes
44,services,married,tertiary,no,3876,no,no,cellular,20,nov,89,5,-1,0,unknown,no
40,admin.,married,secondary,no,960,yes,no,cellular,20,jun,121,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,46,yes,no,cellular,3,jan,133,1,342,2,failure,no
58,admin.,single,secondary,no,2221,no,yes,telephone,30,jul,120,10,183,1,other,no
24,management,single,unknown,no,380,no,no,telephone,8,sep,121,1,180,2,other,yes
81,retired,married,primary,no,1427,no,no,cellular,30,oct,816,3,-1,0,unknown,yes
72,retired,married,secondary,no,5306,no,yes,cellular,24,aug,430,2,-1,0,unknown,yes
29,blue-collar,single,secondary,yes,4558,yes,no,cellular,5,feb,20,4,-1,9,success,no
41,unemployed,married,unknown,no,759,no,no,unknown,19,jun,202,2,-1,0,unknown,no
60,admin.,married,secondary,no,926,yes,yes,unknown,4,may,155,2,-1,0,unknown,no
29,admin.,divorced,secondary,no,1628,no,no,unknown,15,may,722,1,-1,0,unknown,yes
36,services,married,primary,no,1641,yes,no,unknown,27,may,180,8,-1,0,unknown,no
61,self-employed,single,tertiary,no,143,yes,no,cellular,29,jan,106,5,-1,0,unknown,no
61,blue-collar,married,primary,no,2073,no,no,cellular,13,apr,139,5,-1,0,unknown,no
39,blue-collar,married,primary,no,844,yes,no,cellular,28,jul,182,2,-1,0,unknown,no
44,housemaid,married,primary,no,800,yes,no,cellular,15,apr,166,2,343,2,failure,no
37,management,divorced,tertiary,no,2721,no,no,cellular,30,oct,100,2,177,5,other,no
51,management,married,tertiary,no,-19,yes,no,unknown,30,jul,226,1,-1,0,unknown,no
70,retired,married,secondary,no,-66,no,no,telephone,20,sep,225,1,-1,0,unknown,no
29,admin.,married,secondary,no,-307,yes,no,unknown,7,may,596,2,-1,0,unknown,no
55,management,married,unknown,no,1058,yes,no,cellular,3,feb,367,2,341,2,failure,no
45,management,married,secondary,no,-341,no,no,cellular,9,aug,105,2,-1,0,unknown,no
21,student,single,secondary,no,1010,no,no,cellular,30,aug,116,5,-1,0,unknown,no
61,admin.,married,primary,no,265,no,no,cellular,20,apr,149,4,179,1,other,no
25,admin.,single,secondary,no,395,yes,yes,cellular,9,may,164,1,-1,0,unknown,no
32,blue-collar,single,primary,no,174,yes,no,cellular,7,may,325,2,-1,0,unknown,no
36,services,married,secondary,no,1315,yes,no,cellular,21,may,278,5,-1,0,unknown,no
32,management,single,tertiary,no,1805,yes,no,cellular,13,may,560,2,95,3,unknown,yes
30,admin.,married,secondary,no,341,yes,no,unknown,15,may,143,2,-1,0,unknown,no
39,management,married,tertiary,no,617,yes,no,cellular,29,aug,17,1,-1,0,unknown,no
58,unknown,married,unknown,no,653,no,no,unknown,15,jun,122,6,-1,0,unknown,no
37,admin.,single,secondary,no,665,yes,no,unknown,29,may,98,5,-1,0,unknown,no
55,services,married,tertiary,no,2605,yes,no,cellular,11,apr,744,1,69,3,failure,no
43,admin.,married,secondary,no,1263,yes,yes,telephone,30,jul,297,3,-1,0,unknown,no
56,retired,divorced,primary,no,363,yes,no,cellular,28,jul,142,2,-1,0,unknown,no
66,retired,married,tertiary,no,2425,no,no,cellular,29,jan,107,2,-1,0,unknown,no
28,student,single,tertiary,no,3795,yes,no,cellular,21,aug,475,2,-1,0,unknown,no
32,admin.,single,secondary,no,126,no,no,cellular,8,may,435,3,95,10,success,yes
35,admin.,single,secondary,no,760,yes,yes,cellular,7,jul,116,1,174,3,failure,no
30,management,divorced,tertiary,no,226,yes,no,unknown,10,may,245,5,350,4,unknown,no
25,management,single,tertiary,no,337,yes,no,telephone,14,may,122,1,179,5,failure,no
42,blue-collar,married,primary,no,2550,yes,no,cellular,7,may,232,1,263,4,other,no
46,management,married,tertiary,no,1037,no,yes,cellular,10,jul,111,1,-1,0,unknown,no
32,management,married,tertiary,no,9530,no,no,cellular,29,jul,81,2,-1,0,unknown,no
60,management,divorced,tertiary,yes,-254,no,no,unknown,6,jan,99,2,-1,0,unknown,no
32,admin.,married,primary,no,2273,no,no,cellular,13,aug,686,2,-1,0,unknown,no
56,admin.,married,secondary,no,996,no,yes,cellular,29,jul,150,2,-1,0,unknown,no
28,management,single,tertiary,no,87,yes,no,cellular,9,may,106,4,-1,0,unknown,no
38,technician,single,tertiary,no,2272,no,no,cellular,31,aug,137,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,85,yes,no,cellular,13,may,0,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,-29,yes,no,cellular,7,jul,151,1,-1,0,unknown,no
37,services,married,tertiary,no,137,yes,no,cellular,7,aug,179,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,407,yes,no,unknown,29,may,121,1,-1,0,unknown,no
56,admin.,married,secondary,no,4836,no,no,cellular,21,aug,146,1,-1,0,unknown,no
51,housemaid,married,secondary,no,2194,no,no,unknown,23,jan,34,1,-1,0,unknown,no
58,admin.,married,secondary,no,2016,no,yes,unknown,30,jul,706,1,-1,0,unknown,no
39,services,married,secondary,no,3078,yes,no,cellular,10,may,216,1,344,1,failure,no
28,management,single,tertiary,no,543,no,no,cellular,19,aug,260,2,267,2,other,no
31,housemaid,single,secondary,no,2305,yes,no,cellular,19,nov,767,1,-1,0,unknown,no
42,services,married,secondary,no,279,yes,yes,unknown,15,may,370,2,-1,0,unknown,no
29,services,single,primary,no,774,yes,no,cellular,18,may,156,1,-1,0,unknown,no
57,management,single,tertiary,no,904,yes,yes,cellular,21,apr,153,2,166,2,failure,no
55,retired,married,primary,no,9764,yes,no,unknown,29,jun,63,8,-1,0,unknown,no
31,management,married,secondary,no,331,yes,no,cellular,19,apr,104,1,125,3,failure,no
54,management,married,tertiary,no,6241,no,yes,unknown,21,aug,84,1,-1,0,unknown,no
36,blue-collar,single,primary,no,5549,yes,no,unknown,21,may,57,2,-1,0,unknown,no
37,management,single,secondary,no,576,yes,no,cellular,25,apr,169,4,177,10,success,no
39,admin.,divorced,secondary,no,377,yes,no,cellular,13,nov,415,1,-1,0,unknown,no
41,retired,married,secondary,no,877,yes,no,cellular,29,may,1150,2,-1,0,unknown,yes
44,admin.,married,secondary,no,4962,yes,no,unknown,23,jul,160,24,-1,0,unknown,no
42,management,single,tertiary,no,1988,no,no,unknown,25,jun,66,3,-1,0,unknown,no
54,blue-collar,married,primary,no,2714,no,no,cellular,7,feb,72,1,-1,0,unknown,no
39,admin.,married,unknown,no,2507,no,no,telephone,31,jul,743,10,-1,0,unknown,no
34,blue-collar,married,tertiary,no,40,yes,no,cellular,9,may,316,1,-1,0,unknown,no
30,services,married,secondary,no,659,yes,yes,unknown,20,may,139,1,-1,0,unknown,no
37,admin.,single,unknown,no,-109,yes,no,unknown,3,jun,79,2,-1,0,unknown,no
30,management,married,tertiary,no,114,no,yes,cellular,29,apr,379,1,-1,0,unknown,no
47,management,married,secondary,no,-306,yes,yes,cellular,30,jul,51,3,-1,0,unknown,no
32,management,single,tertiary,no,-21,yes,no,cellular,22,jul,344,1,-1,0,unknown,no
55,retired,married,primary,yes,-79,yes,no,unknown,7,sep,77,2,-1,0,unknown,no
35,entrepreneur,divorced,secondary,no,999,yes,yes,cellular,28,may,134,5,-1,0,unknown,no
33,admin.,single,secondary,no,594,yes,no,unknown,15,may,112,1,0,0,unknown,no
33,admin.,married,secondary,no,852,yes,yes,cellular,21,jul,100,2,-1,0,unknown,no
36,unemployed,married,secondary,no,-212,no,no,unknown,22,may,212,5,-1,0,unknown,no
35,admin.,married,secondary,no,-2,yes,no,unknown,20,may,85,2,-1,0,unknown,no
41,admin.,single,secondary,no,84,no,no,unknown,30,jun,286,1,-1,0,unknown,no
37,management,single,tertiary,no,2149,no,no,cellular,13,aug,335,1,547,2,success,yes
51,technician,married,tertiary,no,1357,yes,yes,cellular,23,aug,81,14,-1,0,unknown,no
33,services,married,secondary,no,88,yes,yes,cellular,21,aug,368,2,-1,0,unknown,no
33,management,single,tertiary,no,5001,no,no,cellular,22,nov,334,1,-1,0,unknown,no
54,management,married,tertiary,no,5692,no,no,cellular,21,nov,40,5,185,2,failure,no
35,technician,divorced,secondary,no,528,no,no,unknown,23,aug,703,2,-1,0,unknown,no
42,admin.,married,tertiary,yes,4,no,no,cellular,4,may,320,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,-33,yes,yes,unknown,22,may,194,2,-1,0,unknown,no
30,technician,single,secondary,yes,-365,yes,no,unknown,29,may,208,1,-1,0,unknown,no
35,management,single,tertiary,no,921,yes,no,unknown,7,may,234,2,-1,0,unknown,no
40,management,single,tertiary,no,-5,no,no,cellular,31,aug,163,2,0,0,unknown,no
30,technician,married,tertiary,no,474,no,no,cellular,27,feb,109,5,186,5,failure,no
36,technician,single,secondary,no,409,no,no,cellular,30,may,145,4,-1,0,unknown,no
52,management,married,secondary,no,356,yes,no,cellular,29,jan,246,2,173,2,failure,no
23,management,single,secondary,no,6479,no,no,cellular,16,sep,424,2,552,2,other,yes
32,blue-collar,single,secondary,no,315,yes,no,unknown,20,jun,157,2,-1,0,unknown,no
58,technician,single,secondary,no,16888,no,no,cellular,23,aug,347,11,-1,0,unknown,no
56,entrepreneur,married,primary,yes,-171,no,no,unknown,8,jul,132,1,0,0,unknown,no
57,management,married,primary,no,218,yes,no,unknown,31,jun,29,1,-1,0,unknown,no
46,admin.,single,unknown,no,4009,no,no,cellular,15,jan,81,1,186,0,other,no
25,technician,single,secondary,no,618,no,no,cellular,21,aug,89,7,-1,0,unknown,no
28,blue-collar,single,primary,no,180,yes,no,unknown,14,may,148,1,-1,0,unknown,no
58,retired,married,primary,no,886,yes,no,unknown,28,may,158,1,0,0,unknown,no
29,self-employed,single,tertiary,no,-288,no,no,cellular,13,aug,243,1,-1,0,unknown,no
41,technician,married,secondary,no,-221,no,no,cellular,29,jul,160,2,-1,0,unknown,no
56,management,married,tertiary,no,2342,no,no,cellular,10,aug,54,10,-1,0,unknown,no
35,admin.,married,secondary,no,3601,yes,no,unknown,9,may,83,1,-1,5,failure,no
45,blue-collar,married,primary,no,400,yes,no,unknown,19,may,50,1,-1,0,unknown,no
52,management,married,tertiary,no,1360,yes,no,cellular,18,nov,225,1,-1,0,unknown,no
59,admin.,married,secondary,no,1026,yes,no,unknown,28,may,774,3,-1,0,unknown,no
48,management,single,tertiary,no,4575,yes,no,cellular,21,may,137,1,250,1,failure,no
54,admin.,married,secondary,no,1259,no,no,cellular,18,aug,138,1,-1,0,unknown,no
27,management,married,tertiary,no,17903,yes,no,cellular,20,aug,1169,3,-1,0,unknown,no
40,management,single,tertiary,no,169,no,no,cellular,13,nov,52,13,-1,0,unknown,no
44,management,married,tertiary,no,304,yes,no,cellular,29,apr,147,1,80,2,failure,no
30,services,single,unknown,no,1874,yes,no,cellular,29,apr,51,5,-1,0,unknown,no
37,management,single,primary,no,5252,no,no,unknown,19,jun,66,2,-1,0,unknown,no
43,admin.,married,secondary,yes,-518,yes,yes,unknown,6,jan,43,3,-1,0,unknown,no
36,management,single,tertiary,no,163,no,no,cellular,29,jul,198,2,0,0,unknown,no
36,admin.,single,primary,no,985,no,no,cellular,20,apr,105,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,332,no,no,cellular,16,aug,129,1,-1,0,unknown,yes
30,management,single,tertiary,no,19,yes,no,unknown,19,jul,99,1,-1,0,unknown,no
39,admin.,married,primary,no,3162,yes,no,unknown,20,jun,19,3,-1,0,unknown,no
32,technician,single,secondary,yes,-150,yes,no,cellular,25,jan,177,1,277,2,failure,no
31,blue-collar,married,secondary,no,240,yes,no,cellular,10,jan,135,1,325,5,failure,no
29,blue-collar,married,secondary,no,139,yes,yes,cellular,29,jul,735,1,-1,0,other,no
43,blue-collar,married,primary,no,-73,no,no,cellular,20,apr,436,1,-1,0,unknown,no
53,technician,married,secondary,no,8561,no,yes,cellular,28,nov,371,1,-1,0,unknown,no
40,technician,married,tertiary,no,2053,no,no,cellular,24,aug,268,2,-1,0,unknown,no
39,admin.,single,unknown,no,-75,yes,no,unknown,6,may,215,2,-1,0,unknown,no
44,blue-collar,married,primary,no,5079,no,no,cellular,29,mar,95,1,190,2,success,no
53,management,single,secondary,no,2399,yes,no,cellular,4,feb,297,1,255,1,failure,no
28,services,single,secondary,no,1092,yes,no,unknown,6,may,221,1,341,2,unknown,no
39,management,single,tertiary,no,2001,no,no,cellular,31,nov,701,1,89,3,success,no
58,management,married,tertiary,no,2087,yes,no,cellular,4,apr,124,1,274,3,failure,no
40,management,married,tertiary,no,181,yes,no,unknown,7,may,178,1,-1,0,unknown,no
25,student,single,unknown,no,-75,no,no,unknown,6,may,274,1,-1,0,unknown,no
56,management,single,primary,no,307,no,yes,cellular,22,aug,102,14,-1,0,unknown,no
34,admin.,single,secondary,no,2865,no,no,cellular,5,oct,306,1,182,1,success,no
50,admin.,married,secondary,no,197,yes,yes,unknown,14,may,92,2,-1,0,unknown,no
58,admin.,married,secondary,no,17,yes,no,cellular,13,may,322,1,-1,0,unknown,no
38,admin.,married,secondary,no,49,yes,yes,unknown,7,may,423,2,-1,0,unknown,no
53,management,married,tertiary,no,1105,no,yes,cellular,31,apr,92,7,-1,0,unknown,no
24,admin.,single,secondary,no,1077,no,no,unknown,10,may,69,1,-1,0,unknown,no
78,admin.,married,primary,no,1582,no,no,unknown,20,apr,48,1,-1,0,unknown,no
60,technician,married,primary,no,1679,no,no,cellular,12,sep,21,1,90,2,other,no
51,management,single,tertiary,no,1747,no,no,cellular,1,feb,72,1,186,2,failure,no
56,housemaid,married,secondary,no,2136,no,no,telephone,12,jan,55,4,-1,4,other,no
36,management,divorced,tertiary,no,1163,yes,no,cellular,9,may,131,5,-1,0,unknown,no
30,student,single,secondary,no,932,no,no,cellular,7,apr,225,3,-1,0,unknown,no
37,management,divorced,tertiary,no,261,yes,no,cellular,29,may,130,5,-1,0,unknown,no
34,technician,single,secondary,no,385,yes,no,cellular,6,jul,336,5,336,2,failure,no
40,blue-collar,married,secondary,no,400,yes,no,cellular,4,may,74,5,341,1,other,no
31,management,single,tertiary,no,1020,yes,no,cellular,22,may,114,2,-1,0,unknown,no
55,housemaid,married,tertiary,no,1132,no,no,cellular,20,jan,78,5,-1,0,unknown,no
37,technician,married,secondary,no,1821,yes,no,unknown,25,may,100,5,-1,0,unknown,no
59,admin.,married,primary,no,389,yes,yes,cellular,8,may,119,7,-1,0,unknown,no
27,technician,single,tertiary,no,832,no,no,cellular,11,mar,373,1,0,2,success,yes
48,blue-collar,married,primary,no,712,yes,no,unknown,8,apr,159,1,-1,0,unknown,no
35,technician,single,secondary,no,351,no,no,unknown,8,jun,42,2,-1,0,unknown,no
31,student,single,tertiary,no,6751,yes,no,telephone,20,nov,580,4,81,3,failure,no
23,unknown,single,secondary,no,4304,no,no,unknown,9,nov,473,1,-1,0,unknown,no
30,self-employed,single,tertiary,no,753,no,no,cellular,29,may,301,2,-1,0,unknown,no
56,management,married,tertiary,no,1311,no,yes,cellular,31,jul,88,1,-1,0,unknown,no
63,housemaid,married,primary,no,752,no,no,telephone,8,may,106,2,-1,0,unknown,no
57,housemaid,married,tertiary,no,545,no,no,cellular,20,jan,66,2,0,0,unknown,no
37,admin.,divorced,secondary,no,634,yes,yes,cellular,6,may,177,5,334,3,success,no
30,admin.,single,secondary,no,896,no,no,cellular,15,apr,396,1,395,1,success,yes
42,admin.,married,secondary,no,199,yes,no,cellular,16,may,156,2,-1,0,unknown,no
32,technician,married,secondary,no,88,yes,yes,cellular,15,jul,165,4,-1,0,unknown,no
31,admin.,single,secondary,no,220,yes,yes,cellular,1,apr,152,2,339,1,failure,no
50,management,married,secondary,yes,-161,yes,yes,unknown,28,jul,443,1,-1,0,unknown,no
56,admin.,married,tertiary,no,344,yes,no,unknown,14,may,31,1,-1,0,unknown,no
32,management,single,tertiary,no,44,no,no,cellular,5,aug,87,2,97,0,unknown,no
38,technician,married,secondary,no,651,yes,no,cellular,14,aug,115,2,175,1,failure,no
41,admin.,married,secondary,no,1786,yes,no,cellular,20,may,186,1,264,0,failure,no
45,management,divorced,tertiary,no,576,yes,yes,cellular,8,jul,76,5,275,1,other,no
38,admin.,single,secondary,yes,-73,yes,no,unknown,7,jun,104,1,-1,0,success,no
30,admin.,single,primary,no,113,yes,no,unknown,21,may,113,1,-1,0,unknown,no
57,management,married,tertiary,no,865,no,yes,cellular,30,aug,162,15,-1,0,unknown,no
51,management,married,tertiary,no,662,no,no,cellular,20,jan,388,2,-1,0,unknown,no
34,management,single,tertiary,no,619,yes,no,cellular,22,jan,163,3,-1,0,unknown,no
52,admin.,married,secondary,no,-131,yes,no,cellular,6,may,99,1,268,3,failure,no
33,management,single,secondary,no,200,yes,no,cellular,16,apr,435,1,175,8,success,yes
37,services,married,secondary,no,4562,no,no,unknown,21,nov,80,4,-1,0,unknown,no
30,blue-collar,single,primary,no,6691,no,no,cellular,21,jan,44,1,-1,0,unknown,no
29,technician,married,tertiary,no,2748,no,no,cellular,12,mar,276,2,-1,0,unknown,no
33,blue-collar,married,secondary,yes,-313,yes,no,unknown,20,may,111,3,-1,0,unknown,no
32,unemployed,single,secondary,yes,-68,no,no,cellular,21,sep,87,16,-1,0,unknown,no
53,blue-collar,married,primary,no,646,yes,no,unknown,8,may,80,1,-1,0,unknown,no
26,technician,single,secondary,no,226,no,no,telephone,21,aug,275,1,-1,0,unknown,no
26,admin.,single,unknown,no,1166,no,no,cellular,23,may,196,1,-1,0,unknown,yes
55,management,divorced,tertiary,no,166,yes,no,unknown,30,jan,82,5,-1,0,unknown,no
33,admin.,single,secondary,no,414,no,yes,cellular,21,nov,110,3,-1,0,unknown,no
52,management,married,tertiary,no,305,no,no,cellular,31,jul,113,5,-1,0,unknown,no
29,admin.,single,secondary,yes,-61,no,no,cellular,17,jul,577,1,-1,0,unknown,no
24,admin.,single,primary,no,3600,no,no,unknown,30,may,217,2,-1,0,unknown,no
56,admin.,married,secondary,no,1750,yes,yes,cellular,6,may,71,1,260,1,other,no
61,blue-collar,single,primary,no,732,yes,no,unknown,1,jun,136,1,0,0,unknown,no
56,retired,married,secondary,yes,5553,no,yes,cellular,7,jun,181,1,-1,0,unknown,no
30,management,married,tertiary,no,12673,no,no,cellular,12,aug,501,2,-1,0,unknown,no
42,housemaid,married,primary,no,384,no,no,cellular,9,aug,298,7,-1,0,unknown,no
28,management,married,tertiary,no,264,yes,no,unknown,29,may,150,1,338,2,other,no
42,management,divorced,tertiary,yes,-89,no,no,unknown,28,may,290,2,-1,0,unknown,no
29,self-employed,single,secondary,no,359,no,no,cellular,14,feb,121,2,-1,0,unknown,no
45,management,married,tertiary,yes,448,no,no,cellular,4,aug,74,5,-1,0,unknown,no
29,admin.,single,secondary,no,313,no,no,cellular,9,apr,514,1,171,2,success,yes
66,retired,married,primary,no,2490,no,no,telephone,18,jan,606,1,-1,0,unknown,no
61,blue-collar,married,secondary,yes,-208,yes,no,unknown,27,may,148,1,-1,0,other,no
27,admin.,single,unknown,yes,-292,no,no,unknown,7,jun,73,1,-1,0,unknown,no
61,admin.,married,secondary,no,978,no,yes,cellular,30,jul,110,4,-1,2,other,yes
54,management,married,tertiary,no,440,yes,no,unknown,23,nov,68,1,-1,0,unknown,no
54,housemaid,married,secondary,no,2678,no,no,telephone,29,jul,41,2,-1,0,unknown,no
48,admin.,married,primary,no,489,yes,no,unknown,13,may,229,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,333,no,no,cellular,29,jul,108,5,-1,0,unknown,no
55,unknown,married,unknown,no,4511,no,no,unknown,8,jun,304,1,-1,0,unknown,no
47,management,married,tertiary,no,170,yes,no,cellular,28,jan,143,1,69,2,failure,no
57,management,married,tertiary,no,728,yes,no,telephone,18,apr,371,1,91,3,failure,no
43,services,married,secondary,yes,-24,no,no,cellular,29,nov,299,2,0,0,unknown,no
35,management,married,secondary,yes,-239,no,no,cellular,25,aug,86,5,-1,0,unknown,no
58,admin.,married,secondary,no,4373,no,no,unknown,30,jul,150,2,-1,0,unknown,no
46,admin.,married,secondary,no,1244,yes,yes,telephone,4,may,262,2,347,11,other,no
38,admin.,married,secondary,no,381,yes,no,cellular,19,may,143,2,343,2,failure,no
30,services,single,secondary,no,70,no,yes,cellular,13,nov,109,1,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,2274,yes,no,unknown,15,may,64,5,0,0,unknown,no
51,management,married,primary,no,13301,no,no,unknown,2,jun,114,5,-1,0,unknown,no
